"LSOA","Rurality","LV_flexibility_savings","Total_flexibility_savings"
"E01031684","Towns",59.69,3.87
"E01031685","Towns",59.57,2.43
"E01031686","Towns",154.87,0
"E01031687","Towns",194.29,85.64
"E01031688","Cities",37.76,0
"E01031689","Cities",16.55,0
"E01031690","Cities",59.04,0
"E01031691","Cities",37.71,0
"E01031692","Villages",139.25,48.2
"E01031693","Towns",109.13,48.8
"E01031694","Towns",147.17,49.95
"E01031695","Cities",54.31,0
"E01031696","Cities",75.25,0
"E01031697","Villages",95.99,59.51
"E01031698","Villages",240.87,230.25
"E01031699","Cities",120.47,0
"E01031700","Cities",73.37,0
"E01031701","Cities",68.32,0
"E01031702","Cities",146.62,0
"E01031703","Cities",161.28,0
"E01031704","Cities",80.43,0
"E01031705","Cities",26.73,0
"E01031706","Cities",148,0
"E01031707","Cities",79.38,0
"E01031708","Cities",5.1,7.5
"E01031709","Cities",36.28,49.78
"E01031710","Cities",74.56,95.04
"E01031711","Cities",91.08,0
"E01031712","Cities",20.62,0
"E01031713","Cities",121.36,0
"E01031714","Cities",143.63,96.17
"E01031715","Cities",102.77,129.24
"E01031716","Cities",33.57,0
"E01031717","Cities",22.41,22.9
"E01031718","Cities",46.12,4
"E01031719","Cities",83.9,8
"E01031720","Cities",81.59,110.8
"E01031721","Cities",232.48,27.94
"E01031722","Villages",64.07,0
"E01031723","Cities",96.77,23.92
"E01031724","Cities",36.46,0
"E01031725","Cities",80.7,49.92
"E01031726","Towns",52.88,0
"E01031727","Villages",171.48,30
"E01031728","Towns",202.98,57.56
"E01031729","Cities",63.8,0
"E01031730","Cities",31.74,27.03
"E01031731","Cities",76.71,50
"E01031732","Cities",29.84,0
"E01031733","Cities",25.41,32.76
"E01031734","Cities",88.47,0
"E01031735","Cities",77.26,0
"E01031736","Cities",102.46,0
"E01031737","Cities",34.96,0
"E01031738","Cities",46.56,0
"E01031739","Cities",37.41,3
"E01031740","Cities",65.31,49.92
"E01031741","Cities",33.49,91.85
"E01031742","Cities",46.23,17
"E01031743","Cities",20.82,48.5
"E01031744","Cities",88.81,0
"E01031745","Cities",82.75,0
"E01031746","Cities",58.56,0
"E01031747","Cities",172.6,52.42
"E01031748","Cities",103.88,26.82
"E01031749","Cities",40.53,0
"E01031750","Cities",42.51,4.59
"E01031751","Cities",40.1,4.13
"E01031752","Cities",20.8,0
"E01031753","Cities",80.08,0
"E01031754","Cities",79.11,0
"E01031755","Cities",24.97,49.84
"E01031756","Cities",58.78,0
"E01031757","Cities",32.75,0
"E01031758","Cities",104.45,0
"E01031759","Cities",94.93,98.5
"E01031760","Cities",49.075,84.92
"E01031761","Cities",15.23,6
"E01031763","Cities",62.42,0
"E01031764","Villages",198.01,0
"E01031765","Villages",234.03,251.47
"E01031766","Villages",210.37,88.47
"E01031767","Cities",126.8,106.1
"E01031768","Cities",96.23,0
"E01031769","Cities",55.23,0
"E01031770","Villages",261.32,41.92
"E01031771","Cities",63.58,48.75
"E01031772","Cities",101.97,0
"E01031773","Cities",49.29,49.92
"E01031774","Cities",83.29,10.08
"E01031775","Cities",94.36,0
"E01031776","Cities",22.23,0
"E01031777","Cities",63.78,58.69
"E01031778","Cities",55.19,0
"E01031779","Cities",111.52,0
"E01031780","Cities",69.67,0
"E01031781","Cities",79.42,0
"E01031782","Cities",81.59,169.26
"E01031783","Cities",45.64,0
"E01031784","Cities",53.79,0
"E01031785","Cities",41.19,0
"E01031786","Cities",44.14,0
"E01031787","Cities",41.05,40.04
"E01031788","Cities",42.35,0
"E01031789","Cities",18.68,2
"E01031790","Cities",27.63,0
"E01031791","Cities",5.2,9.15
"E01031792","Cities",57.01,0
"E01031793","Cities",116.35,0
"E01031794","Cities",49.93,0
"E01031795","Cities",20.36,0
"E01031796","Cities",18.09,49.82
"E01031797","Cities",44.28,14.16
"E01031798","Cities",32.46,58.32
"E01031799","Cities",52.71,8.46
"E01031800","Cities",53,0
"E01031801","Cities",22.32,0
"E01031802","Cities",91.71,65.43
"E01031803","Cities",78.4,0
"E01031804","Cities",99.79,0
"E01031805","Cities",106.6,0
"E01031806","Cities",54.75,4
"E01031807","Cities",21.63,0
"E01031808","Cities",0,0
"E01031809","Cities",26.29,0
"E01031810","Cities",15.65,3.5
"E01031811","Cities",11.84,0
"E01031812","Cities",16.11,0
"E01031813","Cities",43.93,0
"E01031814","Cities",47.92,0
"E01031815","Cities",39.95,0
"E01031816","Cities",63.91,49.83
"E01031817","Cities",41.38,0
"E01031818","Cities",51.67,0
"E01031819","Cities",7.14,25
"E01031820","Cities",97.05,0
"E01031821","Cities",67.915,101.52
"E01031822","Cities",43.33,0
"E01031823","Cities",82.91,71.25
"E01031824","Cities",50.68,0
"E01031825","Cities",54.76,0
"E01031826","Cities",116.49,98.58
"E01031827","Cities",45.94,0
"E01031828","Cities",130.47,0
"E01031829","Cities",100.38,0
"E01031830","Cities",51.79,0
"E01031831","Cities",28.86,0
"E01031832","Cities",104.04,0
"E01031833","Cities",42.51,0
"E01031834","Cities",41.87,7.51
"E01031835","Cities",17.56,53.59
"E01031836","Cities",31.81,0
"E01031837","Cities",14.77,0
"E01031838","Cities",32.81,12.1
"E01031839","Cities",35.94,0
"E01031840","Cities",38.34,0
"E01031841","Towns",278.02,174.86
"E01031842","Villages",279.4,99.36
"E01031843","Villages",313.92,44.4
"E01031844","Cities",201.08,1482.99
"E01031845","Villages",243.41,109
"E01031846","Villages",192.03,60
"E01031847","Towns",184.36,249.1
"E01031848","Villages",247.07,5049.17
"E01031849","Villages",160.27,241.64
"E01031850","Cities",207.74,3.24
"E01031851","Cities",171.6,0
"E01031852","Cities",227.2,248.48
"E01031853","Cities",95.07,0
"E01031854","Cities",95.53,47.96
"E01031855","Cities",112.42,10.8
"E01031856","Cities",108.7,0
"E01031857","Towns",192.05,3.96
"E01031858","Villages",307.73,53.72
"E01031859","Towns",286.82,0
"E01031860","Towns",175.42,0
"E01031861","Towns",169.87,0
"E01031862","Towns",78.48,0
"E01031863","Towns",50.18,27
"E01031864","Towns",117.58,0
"E01031865","Towns",101.27,36
"E01031866","Villages",256.65,0
"E01031867","Towns",210.9,0
"E01031868","Villages",267.11,116.59
"E01031869","Towns",216.33,60.78
"E01031870","Towns",182.99,24.48
"E01031871","Villages",233.19,173
"E01031872","Towns",349.42,0
"E01031873","Villages",297.57,52.8
"E01031874","Towns",211.98,0
"E01031876","Villages",197.22,49.82
"E01031877","Villages",253.33,80
"E01031878","Towns",223.24,0
"E01031879","Towns",5.96,0
"E01031880","Towns",17.39,0
"E01031882","Villages",219.98,0
"E01031883","Villages",335.67,5.53
"E01031884","Villages",220.67,180.18
"E01031885","Villages",122.88,50
"E01031886","Villages",149.94,4.2
"E01031887","Towns",100.31,9.87
"E01031888","Villages",73.16,19.89
"E01031889","Cities",60.33,6.8
"E01031890","Cities",150.88,5061.68
"E01031891","Villages",331.29,20.04
"E01031892","Villages",199.4,0
"E01031893","Villages",222.11,77.54
"E01031894","Villages",231,55.75
"E01031895","Cities",87.96,0
"E01031896","Cities",46.24,0
"E01031897","Cities",122.41,0
"E01031898","Cities",56.28,3.84
"E01031900","Cities",171.55,0
"E01031901","Cities",56.39,0
"E01031902","Cities",37.35,0
"E01031903","Cities",133.99,0
"E01031904","Villages",339.39,0
"E01031905","Cities",142.38,61.88
"E01031906","Cities",35.12,0
"E01031907","Cities",114.41,0
"E01031908","Cities",81.24,0
"E01031909","Cities",81.67,0
"E01031910","Cities",15.63,0
"E01031911","Cities",19.05,0
"E01031912","Cities",72.24,0
"E01031913","Cities",51.09,30
"E01031914","Cities",52.33,0
"E01031915","Cities",27.72,250
"E01031916","Cities",104.87,3.99
"E01031917","Cities",10.43,0
"E01031918","Cities",142.87,0
"E01031919","Cities",82.53,55.23
"E01031920","Cities",14.59,0
"E01031921","Cities",110.1,0
"E01031922","Cities",54.3,0
"E01031923","Cities",92.81,0
"E01031924","Cities",42.48,0
"E01031925","Cities",90.87,0
"E01031926","Cities",41.42,0
"E01031927","Cities",74.68,0
"E01031928","Cities",50.17,0
"E01031929","Towns",92.5,0
"E01031930","Villages",73.03,3.84
"E01031931","Cities",138.77,26.7
"E01031932","Cities",148.7,0
"E01031933","Cities",52.18,7.84
"E01031934","Towns",206.29,1019.74
"E01031935","Towns",71.91,0
"E01031936","Towns",54.01,0
"E01031937","Villages",145.85,111.7
"E01031938","Villages",165.71,9.6
"E01031939","Villages",463.67,5140.77
"E01031940","Villages",152.77,0
"E01031941","Cities",211.19,39.83
"E01031942","Villages",72.45,49.68
"E01031944","Towns",124.31,117.64
"E01031946","Villages",7.28,0
"E01031947","Towns",57.61,0
"E01031948","Towns",140.1,5018.2
"E01031949","Towns",38.29,0
"E01031950","Villages",184.24,53.91
"E01031951","Villages",151.37,43
"E01031952","Cities",29.11,250
"E01031953","Cities",98.43,0
"E01031954","Towns",114.95,3.18
"E01031955","Towns",109.63,0
"E01031956","Towns",144.2,9226.78
"E01031957","Villages",43.08,0
"E01031958","Villages",315,330.47
"E01031959","Villages",95.71,109.8
"E01031960","Villages",156.22,3
"E01031961","Villages",209.39,15346.64
"E01031962","Villages",132.92,0
"E01031963","Cities",58.68,0
"E01031964","Cities",119.38,0
"E01031965","Cities",102.36,0
"E01031966","Cities",123.57,3.24
"E01031967","Cities",78.19,49.8
"E01031968","Cities",82.48,0
"E01031969","Cities",82.31,0
"E01031970","Towns",94.36,0
"E01031971","Towns",83.43,50
"E01031972","Villages",180.83,4.16
"E01031973","Villages",209.45,0
"E01031974","Cities",150.97,38.16
"E01031975","Cities",36.48,3.5
"E01031976","Cities",51.44,0
"E01031977","Cities",204.69,9.8
"E01031978","Cities",68.08,0
"E01031979","Cities",66.93,49
"E01031980","Cities",36.05,0
"E01031981","Cities",48.89,0
"E01031982","Cities",49.89,0
"E01031983","Cities",56.97,0
"E01031984","Cities",87.88,0
"E01031985","Cities",70.14,0
"E01031986","Cities",27.01,49.82
"E01031988","Villages",0,0
"E01031989","Towns",43.1,0
"E01031990","Villages",319.2,0
"E01031991","Villages",176.04,302.82
"E01031992","Villages",101.065,13
"E01031993","Towns",99.56,20.75
"E01031994","Towns",104.15,50
"E01031995","Villages",111.18,334.28
"E01031996","Towns",59.42,0
"E01031997","Towns",143.9,0
"E01031998","Villages",11.46,0
"E01031999","Towns",75.08,0
"E01032000","Villages",246.52,10028.8
"E01032001","Cities",48.87,0
"E01032002","Cities",28.42,0
"E01032003","Cities",35.31,67.68
"E01032004","Villages",718.86,206.25
"E01032005","Cities",52.08,0
"E01032006","Cities",63.96,0
"E01032007","Cities",39.69,0
"E01032008","Cities",38.07,0
"E01032009","Cities",89.59,3.22
"E01032010","Villages",517.73,171.77
"E01032011","Villages",200,68.08
"E01032012","Cities",103.59,10.08
"E01032013","Villages",227.19,207.27
"E01032014","Cities",17.01,10.26
"E01032015","Cities",32.49,0
"E01032016","Cities",26.27,0
"E01032017","Cities",52.43,0
"E01032018","Cities",145.28,0
"E01032019","Cities",22.78,12.04
"E01032020","Cities",74.29,29.8
"E01032021","Cities",50.46,92.38
"E01032022","Cities",24.71,6
"E01032023","Cities",15.64,49.77
"E01032024","Cities",10.37,0
"E01032025","Cities",45.32,0
"E01032026","Towns",251.85,48
"E01032027","Villages",159.51,77.54
"E01032029","Villages",341.706,56.7
"E01032030","Towns",103.32,22.12
"E01032031","Villages",130.48,104.73
"E01032032","Villages",172.72,32.79
"E01032033","Villages",152.34,0
"E01032034","Villages",139.43,250
"E01032035","Villages",247.39,251.05
"E01032036","Villages",231.93,0
"E01032037","Towns",77.71,0
"E01032038","Towns",78.57,0
"E01032039","Towns",36.51,6.58
"E01032040","Villages",40.34,3.92
"E01032041","Villages",228.06,29.68
"E01032042","Villages",146.63,10
"E01032043","Villages",78.94,25.11
"E01032044","Villages",124.62,0
"E01032045","Towns",215.82,49.68
"E01032046","Towns",81.53,0
"E01032047","Towns",181.51,16.34
"E01032048","Towns",100.66,0
"E01032049","Towns",105.95,0
"E01032050","Towns",145.49,5015.32
"E01032051","Villages",152.73,54
"E01032052","Cities",260.47,0
"E01032053","Cities",82.06,0
"E01032054","Cities",95.44,0
"E01032055","Villages",103.32,0
"E01032056","Towns",218.22,217.68
"E01032057","Villages",117.45,4.13
"E01032058","Towns",133.48,49.69
"E01032059","Villages",257.88,50
"E01032060","Villages",253.29,0
"E01032061","Villages",81.61,16.9
"E01032062","Cities",58.47,285.5
"E01032063","Cities",93.82,45
"E01032064","Cities",32.43,0
"E01032065","Cities",61.68,0
"E01032066","Cities",54.42,0
"E01032067","Cities",120.28,0
"E01032068","Cities",40.09,9.6
"E01032069","Cities",55.61,0
"E01032070","Cities",232.035,201.27
"E01032071","Cities",287.18,69.22
"E01032072","Cities",142.88,0
"E01032073","Cities",49.87,0
"E01032074","Cities",123.58,0
"E01032075","Villages",186.17,109.58
"E01032076","Villages",206.7,61.4
"E01032077","Villages",199.32,55.75
"E01032078","Cities",83.4,0
"E01032079","Cities",83.69,0
"E01032080","Cities",150.25,0
"E01032081","Villages",262.7,472.8
"E01032082","Villages",236.18,13.84
"E01032083","Towns",331.93,49.92
"E01032084","Villages",326.57,36.76
"E01032085","Cities",79.05,0
"E01032086","Cities",60.42,0
"E01032087","Cities",133.7,177.08
"E01032088","Cities",127.58,0
"E01032089","Cities",15.81,3.99
"E01032090","Cities",127.65,0
"E01032091","Cities",33.6,0
"E01032092","Cities",140.47,0
"E01032093","Cities",84.01,0
"E01032094","Cities",44.23,0
"E01032095","Cities",107.97,30
"E01032096","Cities",69.61,0
"E01032097","Cities",170.89,0
"E01032098","Cities",98.06,0
"E01032099","Cities",192.775,50
"E01032100","Cities",122.83,0
"E01032101","Cities",42.93,61.92
"E01032102","Cities",105.14,35
"E01032103","Cities",90.7,0
"E01032104","Cities",52.52,4
"E01032105","Cities",149.35,0
"E01032106","Cities",185.13,0
"E01032107","Cities",7.95,0
"E01032108","Cities",39.89,27.18
"E01032109","Cities",57.9,3.25
"E01032110","Cities",138.32,0
"E01032111","Cities",211.95,252.46
"E01032112","Cities",74.56,0
"E01032113","Cities",58.82,0
"E01032114","Cities",69.01,0
"E01032115","Cities",68.42,50
"E01032116","Cities",217.94,22.5
"E01032117","Cities",146.83,0
"E01032118","Cities",96.1,323.01
"E01032119","Cities",30.4,2.18
"E01032121","Cities",130.55,3198.84
"E01032122","Villages",96.38,17.44
"E01032123","Villages",223.07,439.49
"E01032124","Towns",43.4,0
"E01032125","Towns",60.51,0
"E01032126","Urban",68.99,0
"E01032127","Cities",55.02,0
"E01032128","Cities",78.6,0
"E01032129","Cities",53.55,0
"E01032130","Cities",106.39,104
"E01032131","Cities",36.49,0
"E01032132","Cities",126.51,60.95
"E01032133","Urban",62.78,0
"E01032134","Urban",65.04,0
"E01032135","Urban",66.83,8.08
"E01032136","Villages",63.78,3.9
"E01032137","Villages",55.03,40.4
"E01032138","Cities",38.99,0
"E01032139","Cities",52.68,0
"E01032140","Cities",31.65,0
"E01032141","Cities",75.16,73.69
"E01032142","Urban",67.92,4
"E01032143","Cities",73.93,0
"E01032144","Cities",163.59,0
"E01032145","Urban",66.85,0
"E01032146","Urban",40.79,9.54
"E01032147","Urban",19.57,16
"E01032148","Cities",81.01,0
"E01032149","Cities",102.45,0
"E01032150","Cities",69.15,0
"E01032151","Cities",39.97,0
"E01032152","Cities",50.37,0
"E01032153","Cities",27.5,13.25
"E01032154","Cities",69.98,0
"E01032155","Cities",109.18,3.68
"E01032156","Cities",42.87,50
"E01032157","Cities",26.29,0
"E01032158","Cities",77.13,0
"E01032159","Cities",46.61,0
"E01032160","Cities",71.4,0
"E01032161","Cities",23.82,0
"E01032162","Cities",94.84,3
"E01032166","Towns",197.84,200.96
"E01032168","Towns",60.64,61.36
"E01032169","Villages",70.56,49.92
"E01032170","Urban",38.6,0
"E01032171","Urban",52.47,0
"E01032172","Urban",6.92,29.12
"E01032173","Cities",116.94,0
"E01032174","Cities",54.04,0
"E01032175","Cities",97.27,0
"E01032176","Villages",334.98,277.34
"E01032177","Urban",50.56,0
"E01032178","Cities",92.53,0
"E01032179","Villages",175.07,27.46
"E01032180","Villages",300.82,242.94
"E01032181","Villages",293.73,167.28
"E01032182","Cities",177.44,17.82
"E01032183","Towns",113.25,0
"E01032184","Cities",169.96,0
"E01032185","Cities",179.55,3.15
"E01032186","Cities",124.57,0
"E01032187","Cities",99.57,0
"E01032188","Cities",54.87,0
"E01032189","Cities",186.38,45.32
"E01032190","Villages",233.81,14
"E01032191","Villages",246.35,17.24
"E01032192","Towns",121.5,10
"E01032193","Villages",287.9,150.85
"E01032194","Cities",123.65,25
"E01032195","Cities",95.64,0
"E01032196","Cities",197.14,264.02
"E01032197","Cities",34.99,0
"E01032198","Villages",303.2,176.99
"E01032199","Villages",165.44,106.88
"E01032200","Villages",296.99,47.52
"E01032201","Cities",71.4,0
"E01032202","Cities",78.98,0
"E01032203","Cities",106.04,0
"E01032204","Cities",86.91,0
"E01032205","Villages",148.55,104.28
"E01032206","Villages",88.98,49
"E01032207","Villages",87.29,23.34
"E01032208","Cities",90.92,0
"E01032209","Cities",45.465,30
"E01032210","Cities",70.99,0
"E01032211","Villages",234.81,225.64
"E01032212","Villages",291.15,238.76
"E01032213","Villages",596.32,151.39
"E01032214","Towns",102.89,0
"E01032215","Towns",78.09,29.15
"E01032216","Towns",125.64,120
"E01032217","Villages",214.74,9
"E01032218","Cities",97.94,0
"E01032219","Cities",118.46,0
"E01032220","Cities",41.76,4
"E01032221","Cities",127.63,0
"E01032222","Cities",95.17,0
"E01032223","Villages",330.51,54.24
"E01032224","Cities",14.93,37.57
"E01032225","Cities",25.43,9.87
"E01032226","Cities",123.23,75.82
"E01032227","Cities",97.28,0
"E01032228","Villages",160.23,18.91
"E01032229","Cities",46.27,0
"E01032230","Cities",42.89,3.76
"E01032231","Cities",78.08,3.52
"E01032232","Cities",33.78,0
"E01032233","Cities",112.89,0
"E01032234","Cities",39.83,36
"E01032235","Cities",119.06,9.4
"E01032236","Cities",10.92,0
"E01032237","Cities",89.67,0
"E01032238","Cities",26.65,47.38
"E01032239","Cities",7.26,0
"E01032240","Cities",27.14,0
"E01032241","Cities",32.45,284.24
"E01032242","Cities",40.52,0
"E01032243","Cities",104.25,115.94
"E01032244","Cities",36.61,70.46
"E01032245","Cities",10.66,3.76
"E01032246","Cities",76.57,0
"E01032247","Cities",71.54,20
"E01032248","Cities",101.25,0
"E01032249","Cities",85.28,0
"E01032250","Cities",13.12,0
"E01032251","Cities",113.86,0
"E01032252","Cities",31.82,9.87
"E01032253","Cities",109.67,57.64
"E01032254","Cities",105.54,3.76
"E01032255","Cities",97.92,0
"E01032256","Cities",72.78,0
"E01032257","Cities",70.5,0
"E01032258","Cities",8.85,0
"E01032259","Cities",22.84,0
"E01032260","Cities",15.97,0
"E01032261","Cities",75.84,30
"E01032262","Cities",16.09,17.39
"E01032263","Cities",72.08,72.5
"E01032264","Cities",78.51,0
"E01032265","Cities",45.49,63.02
"E01032266","Cities",70.666,70
"E01032267","Cities",134.25,3.76
"E01032268","Cities",63.28,0
"E01032269","Cities",39.56,3.76
"E01032270","Cities",37.76,0
"E01032271","Cities",101.23,6
"E01032272","Cities",41.83,3.76
"E01032273","Cities",75.005,0
"E01032274","Cities",93.52,0
"E01032275","Cities",116.98,0
"E01032276","Cities",76.38,0
"E01032277","Cities",26.86,0
"E01032278","Cities",25.01,50
"E01032279","Cities",43.58,0
"E01032280","Cities",51.14,19.44
"E01032281","Cities",21.02,0
"E01032282","Cities",4,78.88
"E01032283","Cities",104.83,30
"E01032284","Cities",168.48,24
"E01032285","Cities",22.38,0
"E01032286","Cities",72.64,0
"E01032287","Cities",33.4,9.84
"E01032288","Cities",56.98,1692.84
"E01032289","Cities",135.43,0
"E01032290","Cities",109.2,0
"E01032292","Cities",72.84,54.08
"E01032294","Cities",22.69,0
"E01032295","Cities",43.09,3.87
"E01032296","Cities",44.77,0
"E01032297","Cities",53.43,73.92
"E01032298","Cities",105.48,0
"E01032299","Cities",23.13,0
"E01032300","Cities",135.09,0
"E01032301","Cities",48.43,0
"E01032302","Cities",18.84,0
"E01032303","Cities",34.3,0
"E01032304","Cities",84.96,0
"E01032305","Cities",75.13,0
"E01032306","Cities",114.21,0
"E01032307","Cities",37.42,0
"E01032308","Cities",104.21,68.66
"E01032309","Cities",74.09,327.77
"E01032310","Cities",12.9,0
"E01032311","Cities",29.38,0
"E01032312","Cities",5.7,0
"E01032313","Cities",11.08,40.04
"E01032314","Cities",40.21,0
"E01032315","Cities",87.71,2.52
"E01032316","Cities",54.54,0
"E01032317","Cities",38.18,0
"E01032318","Cities",24.72,0
"E01032319","Cities",89.88,0
"E01032320","Cities",34.38,1
"E01032321","Cities",42.42,0
"E01032322","Cities",15.2,116.75
"E01032323","Cities",98.5,0
"E01032324","Cities",43.11,20
"E01032325","Cities",97.68,0
"E01032326","Cities",95.39,0
"E01032327","Cities",57.75,0
"E01032328","Cities",40.54,0
"E01032329","Cities",106.01,0
"E01032330","Cities",52.59,9
"E01032331","Cities",38.76,0
"E01032332","Cities",37.63,0
"E01032333","Cities",56.44,41.04
"E01032334","Cities",77.6,0
"E01032335","Cities",78.03,0
"E01032336","Cities",65.59,167.25
"E01032337","Cities",148.34,0
"E01032338","Cities",103.17,0
"E01032339","Cities",90.79,0
"E01032340","Towns",196.43,3.56
"E01032341","Towns",142.86,26
"E01032342","Cities",48.72,8.48
"E01032343","Cities",30.58,50
"E01032344","Cities",87.37,0
"E01032345","Villages",116.8,0
"E01032346","Villages",168.58,9.74
"E01032347","Towns",131.58,48.04
"E01032348","Towns",141.02,0
"E01032349","Villages",83.79,580.84
"E01032350","Villages",77.46,4
"E01032351","Towns",117.61,11
"E01032352","Villages",211.79,33.12
"E01032353","Towns",65.64,0
"E01032354","Towns",227.82,251.88
"E01032355","Villages",157.24,12
"E01032356","Towns",67.8,4
"E01032357","Cities",53.69,0
"E01032358","Cities",28.06,0
"E01032359","Cities",58.93,4
"E01032360","Cities",64.51,0
"E01032361","Cities",128.62,0
"E01032362","Cities",138.14,0
"E01032363","Cities",116.74,0
"E01032364","Cities",100.65,0
"E01032365","Cities",73.81,0
"E01032366","Cities",62.67,0
"E01032367","Cities",50.56,30
"E01032368","Cities",15.59,0
"E01032369","Cities",30.53,42.18
"E01032370","Cities",37.45,0
"E01032371","Cities",58.02,0
"E01032372","Villages",133.54,323.61
"E01032373","Villages",86.24,151.44
"E01032374","Villages",112.73,29.98
"E01032375","Villages",95.48,10
"E01032376","Cities",81.53,0
"E01032377","Cities",36.67,0
"E01032378","Cities",18.84,59.79
"E01032379","Cities",222.67,1115.57
"E01032380","Cities",110.06,4
"E01032381","Cities",73.71,9.8
"E01032382","Villages",88.07,12.05
"E01032383","Villages",391.63,153.7
"E01032384","Cities",201.51,0
"E01032385","Cities",84.77,0
"E01032386","Villages",96.33,55.99
"E01032387","Villages",82.77,3.9
"E01032388","Towns",82.15,0
"E01032389","Villages",98.76,9687.68
"E01032390","Villages",72.43,1.36
"E01032391","Towns",101.07,3.51
"E01032392","Villages",285.36,198.3
"E01032393","Towns",135.85,0
"E01032394","Villages",121.18,55.74
"E01032395","Villages",192.67,302.12
"E01032396","Cities",144.51,0
"E01032397","Cities",168.75,0
"E01032398","Cities",83.57,0
"E01032399","Towns",119.94,9.5
"E01032400","Towns",173.43,49.03
"E01032401","Villages",145.38,178.87
"E01032402","Cities",92.41,0
"E01032403","Villages",173.41,0
"E01032404","Villages",325.27,41.22
"E01032405","Towns",154.04,0
"E01032406","Towns",60.42,40.12
"E01032407","Towns",185.23,53.13
"E01032408","Towns",98.11,0
"E01032409","Towns",212.72,319.24
"E01032410","Villages",142.33,315.44
"E01032411","Villages",167.22,8.05
"E01032412","Villages",69.778,0
"E01032413","Villages",62.21,170.4
"E01032414","Villages",125.9,64.4
"E01032415","Villages",180.2,51.94
"E01032416","Villages",184.93,75.37
"E01032417","Villages",150.7,3.99
"E01032418","Cities",87.97,56.89
"E01032419","Cities",117.39,2.52
"E01032420","Cities",26.22,34.11
"E01032421","Cities",124.71,0
"E01032422","Cities",11.95,0
"E01032423","Cities",70.57,4
"E01032424","Cities",40.75,0
"E01032425","Cities",148.91,0
"E01032426","Cities",69.87,0
"E01032427","Towns",73.47,0
"E01032428","Towns",120.03,3
"E01032429","Towns",111.21,0
"E01032430","Towns",163.1,49.14
"E01032431","Villages",178.23,822.36
"E01032432","Villages",89.59,10
"E01032433","Towns",165.04,0
"E01032434","Cities",36.87,0
"E01032435","Cities",15.6,0
"E01032436","Cities",76.18,10
"E01032437","Cities",51.2,0
"E01032438","Cities",29.62,0
"E01032439","Towns",64.65,0
"E01032440","Towns",37.38,0
"E01032441","Cities",56.97,0
"E01032442","Cities",108.07,0
"E01032443","Cities",54.74,20.5
"E01032444","Cities",10.89,197.21
"E01032445","Cities",77.5,10
"E01032446","Cities",58.15,0
"E01032447","Cities",52.47,0
"E01032448","Cities",28.81,0
"E01032449","Cities",16.79,0
"E01032450","Cities",44.84,70
"E01032451","Cities",60.17,0
"E01032452","Cities",60.44,0
"E01032453","Cities",58.6,0
"E01032454","Cities",26.33,12
"E01032455","Cities",79.94,0
"E01032456","Cities",16.28,0
"E01032457","Cities",60.13,0
"E01032458","Cities",63.96,0
"E01032459","Cities",50.24,54.25
"E01032460","Cities",31.54,0
"E01032461","Cities",80.59,0
"E01032462","Cities",68.68,0
"E01032463","Cities",66.51,0
"E01032464","Cities",72.98,0
"E01032465","Cities",58.44,4
"E01032466","Cities",29.4,0
"E01032467","Cities",37.87,9.66
"E01032468","Cities",91.32,0
"E01032469","Cities",28.77,1121.82
"E01032470","Cities",49.25,49.82
"E01032471","Cities",13.43,0
"E01032472","Villages",145.42,25.78
"E01032473","Villages",77.52,0
"E01032474","Cities",10.18,40
"E01032475","Cities",24.25,0
"E01032476","Cities",31.35,4
"E01032477","Cities",52.6,0
"E01032478","Cities",27.83,0
"E01032479","Cities",160.91,4
"E01032480","Towns",53.28,7.75
"E01032481","Towns",232.2,274.56
"E01032482","Towns",36.51,39
"E01032483","Urban",90.78,0
"E01032484","Urban",128.59,8.16
"E01032485","Villages",112.89,0
"E01032486","Towns",54.8,0
"E01032487","Urban",76.23,0
"E01032488","Urban",85.09,0
"E01032489","Urban",191.35,0
"E01032490","Urban",91.7,0
"E01032491","Urban",80.06,0
"E01032492","Urban",16.55,17
"E01032493","Urban",39.85,0
"E01032494","Urban",15.23,0
"E01032495","Urban",127.97,0
"E01032496","Urban",69.51,9.53
"E01032497","Urban",376.33,0
"E01032498","Urban",20.25,50
"E01032499","Urban",102.05,0
"E01032500","Urban",0,0
"E01032501","Urban",40.4,0
"E01032502","Urban",55.65,0
"E01032503","Towns",80.62,29.68
"E01032504","Towns",61.92,0
"E01032505","Urban",29,0
"E01032506","Urban",5.52,0
"E01032507","Urban",0,0
"E01032508","Urban",4,50
"E01032509","Urban",3.24,0
"E01032510","Urban",24.28,0
"E01032511","Urban",58.25,0
"E01032512","Urban",21.6,0
"E01032513","Urban",14.4,0
"E01032514","Cities",26.96,0
"E01032515","Cities",144.4,0
"E01032516","Cities",94.91,0
"E01032517","Cities",68.16,49
"E01032518","Cities",33.75,0
"E01032519","Cities",19.7,0
"E01032520","Urban",10.83,0
"E01032522","Urban",3.97,12.6
"E01032523","Cities",79.61,4
"E01032524","Cities",170.16,289.15
"E01032525","Cities",92.96,29.92
"E01032526","Cities",182.577,0
"E01032527","Cities",158.91,0
"E01032528","Cities",129.98,0
"E01032529","Cities",19.56,0
"E01032530","Cities",33.13,0
"E01032531","Cities",44.28,351.98
"E01032532","Cities",34.85,0
"E01032533","Cities",95.45,3.99
"E01032534","Cities",127.93,0
"E01032535","Cities",19.07,0
