"LSOA","Rurality","LV_flexibility_savings","Total_flexibility_savings"
"E01012097","Towns",40.23,0
"E01012098","Towns",104.79,0
"E01012099","Towns",39.66,10
"E01012100","Cities",21.16,110.46
"E01012101","Cities",55.88,9.8
"E01012102","Cities",13.25,0
"E01012105","Cities",55.25,0
"E01012106","Cities",53.44,0
"E01012107","Cities",29.11,9.92
"E01012108","Cities",95.99,0
"E01012109","Villages",80.95,0
"E01012110","Cities",93.79,0
"E01012111","Cities",30.63,0
"E01012112","Cities",28.56,0
"E01012113","Cities",39.77,0
"E01012114","Cities",23.59,0
"E01012117","Cities",48.45,10
"E01012118","Cities",53.97,0
"E01012119","Cities",202.13,157.82
"E01012120","Cities",61.77,8
"E01012121","Cities",59.97,0
"E01012124","Cities",219.37,5.5
"E01012127","Cities",21.45,0
"E01012128","Cities",29.54,0
"E01012129","Cities",226.64,21.8
"E01012130","Cities",97.35,0
"E01012131","Cities",68.94,0
"E01012132","Towns",177.99,20
"E01012134","Villages",198.72,29.7
"E01012136","Towns",56.61,10
"E01012137","Towns",214.66,7.96
"E01012138","Cities",154.73,0
"E01012139","Towns",178.86,0
"E01012140","Towns",92.66,0
"E01012141","Towns",58.79,0
"E01012142","Cities",66.71,3.43
"E01012143","Cities",38.68,36
"E01012144","Cities",36.69,0
"E01012145","Cities",42.94,11.78
"E01012146","Cities",52.95,0
"E01012147","Cities",105.855,0
"E01012148","Cities",42.02,0
"E01012149","Cities",54.5,0
"E01012150","Cities",104.44,3.99
"E01012151","Cities",98.01,0
"E01012152","Cities",87.07,0
"E01012154","Towns",117.59,0
"E01012155","Towns",66.78,9.75
"E01012156","Towns",192.91,0
"E01012157","Towns",104.86,9.75
"E01012158","Towns",173.84,0
"E01012159","Towns",15.08,0
"E01012160","Towns",88.52,0
"E01012161","Towns",56.98,0
"E01012162","Towns",71.5,0
"E01012163","Towns",208.34,100.32
"E01012164","Towns",122.71,7.66
"E01012165","Towns",69.03,9.5
"E01012167","Cities",61.95,0
"E01012168","Cities",25.25,9.18
"E01012170","Cities",8,0
"E01012171","Cities",109.56,0
"E01012172","Cities",41.88,0
"E01012173","Cities",52.44,0
"E01012174","Cities",45.37,10
"E01012175","Cities",30.1,0
"E01012176","Cities",42.11,0
"E01012177","Cities",79.05,0
"E01012178","Cities",124.76,0
"E01012179","Cities",60.35,11.79
"E01012180","Cities",66.79,0
"E01012181","Towns",39.92,9.84
"E01012182","Cities",158.1,3.99
"E01012183","Cities",118.07,0
"E01012184","Cities",52.82,0
"E01012185","Cities",28.15,0
"E01012186","Cities",50.43,19.5
"E01012187","Cities",96.06,0
"E01012188","Cities",48.17,0
"E01012189","Cities",104.23,0
"E01012190","Cities",53.7,0
"E01012191","Cities",62.96,0
"E01012192","Cities",65.71,0
"E01012193","Cities",49.74,50
"E01012194","Cities",23.02,0
"E01012195","Cities",15.78,0
"E01012196","Cities",51.08,29.97
"E01012197","Cities",59.04,0
"E01012198","Cities",189.71,93.6
"E01012199","Cities",137.99,0
"E01012200","Cities",110.85,0
"E01012201","Cities",146.91,40.72
"E01012202","Cities",85.59,0
"E01012203","Cities",91.87,125
"E01012204","Cities",129.2,0
"E01012205","Cities",67.01,0
"E01012206","Cities",102.97,0
"E01012207","Cities",119.23,0
"E01012208","Cities",124.04,0
"E01012209","Cities",108.46,0
"E01012210","Cities",135.27,0
"E01012211","Cities",39.66,0
"E01012212","Cities",83.94,0
"E01012213","Cities",91.89,0
"E01012214","Cities",148.44,0
"E01012215","Cities",56.48,0
"E01012216","Cities",70.63,5
"E01012217","Cities",6.25,20
"E01012218","Cities",31.32,4
"E01012219","Cities",44.52,0
"E01012223","Cities",76.84,9.87
"E01012224","Cities",89.99,0
"E01012225","Cities",92.25,0
"E01012226","Cities",112.66,0
"E01012227","Cities",57.2,0
"E01012228","Cities",125.66,0
"E01012230","Cities",73.69,0
"E01012231","Cities",113.17,0
"E01012232","Cities",89.11,0
"E01012233","Cities",155.89,17.7
"E01012234","Cities",108.86,0
"E01012235","Villages",95.6,0
"E01012236","Cities",139.2,0
"E01012237","Cities",104.83,0
"E01012238","Cities",22.46,0
"E01012239","Cities",67.15,0
"E01012240","Cities",76.11,0
"E01012241","Cities",52.32,0
"E01012242","Cities",193.11,7
"E01012243","Cities",104.57,0
"E01012244","Cities",115.7,0
"E01012245","Cities",148.17,4
"E01012246","Cities",148.38,0
"E01012247","Cities",164.92,0
"E01012248","Cities",57.59,0
"E01012249","Cities",263.62,0
"E01012250","Cities",139.97,0
"E01012251","Cities",49.02,9.92
"E01012252","Cities",13.16,10
"E01012253","Cities",57.37,0
"E01012254","Cities",42.48,0.6
"E01012255","Cities",56.14,0
"E01012256","Cities",100.24,0
"E01012257","Cities",101.93,0
"E01012258","Cities",81.58,11.35
"E01012259","Cities",36.97,0
"E01012260","Cities",66.08,0
"E01012261","Cities",64.12,0
"E01012262","Cities",30.53,0
"E01012264","Cities",149.57,125.67
"E01012266","Cities",98.53,289.33
"E01012267","Cities",117.44,0
"E01012268","Cities",28.55,19.44
"E01012269","Villages",207.97,7.7
"E01012270","Cities",91.5,5.06
"E01012271","Cities",22.72,2.07
"E01012272","Cities",72.3,0
"E01012273","Cities",180.74,7.64
"E01012274","Cities",161.57,2.94
"E01012275","Cities",151.76,4
"E01012276","Cities",101.4,61.26
"E01012277","Cities",229.56,6.99
"E01012278","Cities",170.26,5.7
"E01012279","Cities",69.62,25.75
"E01012280","Cities",61.51,0
"E01012281","Cities",131.39,0
"E01012282","Cities",72.74,87.45
"E01012283","Cities",14.26,0
"E01012284","Cities",54.34,57.18
"E01012285","Cities",100.39,0
"E01012286","Cities",7.36,4
"E01012287","Cities",13.8,8.46
"E01012288","Cities",18.29,0
"E01012289","Cities",41.23,115.65
"E01012290","Cities",195.27,0.72
"E01012291","Cities",74.17,0
"E01012292","Cities",54.85,0
"E01012294","Villages",167.18,3.92
"E01012295","Villages",114.44,70.8
"E01012296","Cities",76.1,0
"E01012297","Cities",162.69,10
"E01012298","Cities",162.595,0
"E01012299","Cities",106.61,0
"E01012300","Cities",81.66,0
"E01012301","Cities",85.78,0
"E01012302","Cities",95.03,50
"E01012303","Cities",187.58,0
"E01012304","Cities",19.38,4
"E01012305","Cities",7.62,0
"E01012306","Cities",17.7,0
"E01012307","Cities",73.37,19.9
"E01012309","Cities",117.23,0
"E01012310","Cities",56.63,0
"E01012311","Cities",16.68,0
"E01012312","Cities",205.07,0
"E01012313","Cities",125.12,0
"E01012314","Cities",156.12,0
"E01012315","Cities",38.68,0
"E01012316","Cities",83.49,0
"E01012317","Cities",33.15,0
"E01012318","Cities",172.59,168.44
"E01012319","Cities",206.93,0
"E01012323","Cities",24.64,45.33
"E01012324","Cities",23.86,0
"E01012325","Cities",112.1,0
"E01012326","Cities",82.67,0
"E01012327","Cities",213.1,3.96
"E01012328","Cities",89.54,0
"E01012329","Cities",181.85,3.6
"E01012330","Cities",55.15,0
"E01012331","Cities",32.13,0
"E01012332","Cities",188.85,0
"E01012333","Cities",85.01,0
"E01012334","Villages",239.6,4591.55
"E01012335","Towns",117.36,3.76
"E01012336","Cities",87.84,0
"E01012337","Cities",102.54,0
"E01012338","Towns",158.1,149.88
"E01012339","Towns",72.33,22.77
"E01012340","Cities",81.55,0
"E01012341","Cities",191.24,0
"E01012342","Cities",68.16,0
"E01012343","Cities",133.97,22.95
"E01012344","Towns",76.37,238.53
"E01012345","Villages",452.61,0
"E01012346","Towns",111.58,0
"E01012347","Cities",68.54,2.94
"E01012348","Cities",129.29,0
"E01012349","Cities",8.47,0
"E01012350","Cities",9.94,0
"E01012351","Cities",111.28,0
"E01012352","Cities",26.93,0
"E01012353","Cities",11,0
"E01012354","Cities",23.42,0
"E01012355","Cities",3.5,0
"E01012356","Cities",12.25,115
"E01012357","Cities",17.2,0
"E01012358","Cities",88.34,2.7
"E01012359","Cities",182.42,0
"E01012360","Cities",101.83,4
"E01012361","Cities",70.09,11
"E01012362","Cities",12.86,0
"E01012363","Cities",4,6.5
"E01012364","Cities",9.48,0
"E01012365","Cities",17.25,0
"E01012366","Villages",267.6,114.82
"E01012367","Cities",8.74,0
"E01012368","Cities",20.68,0
"E01012369","Cities",19.85,0
"E01012370","Cities",8.75,0
"E01012371","Cities",98.55,0
"E01012372","Cities",59.81,0
"E01012373","Cities",120.7,0
"E01012374","Cities",127,0
"E01012375","Cities",47.85,0
"E01012376","Cities",65.15,0
"E01012377","Cities",78.01,0
"E01012378","Cities",52.79,0
"E01012379","Cities",23.15,0
"E01012380","Cities",40.3,0
"E01012381","Cities",4,0
"E01012382","Cities",0,673.1
"E01012383","Cities",25.55,0
"E01012384","Cities",60.19,0
"E01012385","Cities",186.73,150.72
"E01012386","Cities",165.05,0
"E01012387","Cities",20.83,0
"E01012388","Cities",66.31,0
"E01012389","Cities",40.42,0
"E01012390","Cities",86.66,0
"E01012391","Cities",36.05,632
"E01012392","Cities",50.49,0
"E01012393","Cities",53.45,0
"E01012394","Cities",13.4,10.96
"E01012395","Cities",57.3,0
"E01012396","Cities",200.8,0
"E01012397","Cities",30.57,0
"E01012398","Cities",6.5,0
"E01012399","Cities",44.4,0
"E01012400","Cities",6.75,0
"E01012401","Towns",49.84,0
"E01012402","Cities",18.154,0
"E01012403","Cities",9.9,0
"E01012404","Cities",61.52,0
"E01012405","Cities",24.8,0
"E01012406","Cities",78.78,35.45
"E01012407","Cities",14,0
"E01012408","Cities",7.92,0
"E01012409","Cities",86.77,0
"E01012410","Cities",50.27,0
"E01012411","Cities",17.76,12.4
"E01012412","Cities",16.27,1102.08
"E01012413","Cities",10.58,0
"E01012414","Cities",39.9,0
"E01012415","Cities",124.03,10
"E01012416","Cities",57.07,0
"E01012417","Cities",12.92,0
"E01012418","Cities",103.24,0
"E01012419","Cities",27.21,0
"E01012420","Cities",22.25,0
"E01012421","Cities",68.32,0
"E01012422","Cities",26.75,0
"E01012423","Cities",29.49,0
"E01012424","Cities",15.42,55.47
"E01012425","Cities",10,0
"E01012426","Cities",16.2,0
"E01012427","Cities",38.01,0
"E01012428","Cities",22.94,0
"E01012429","Cities",16.53,0
"E01012430","Cities",11.73,0
"E01012431","Cities",68.47,0
"E01012432","Cities",29.77,0
"E01012433","Cities",49.18,0
"E01012434","Cities",91.065,2.3
"E01012435","Cities",93.42,0
"E01012436","Cities",45.91,0
"E01012437","Cities",4.04,0
"E01012438","Cities",10.88,47.94
"E01012439","Cities",23.56,0
"E01012440","Cities",94.79,0
"E01012441","Cities",5.34,32.14
"E01012442","Cities",31.99,0
"E01012443","Cities",36.53,0
"E01012444","Cities",7.96,0
"E01012445","Cities",7.84,0
"E01012446","Cities",64.42,0
"E01012447","Cities",60.32,0
"E01012448","Villages",71.2,3
"E01012449","Cities",74.21,0
"E01012450","Cities",45.7,49.75
"E01012451","Cities",148.76,0
"E01012452","Cities",72.27,0
"E01012453","Cities",242.95,0
"E01012454","Cities",86.55,99.98
"E01012455","Cities",345.08,0
"E01012457","Cities",13,0
"E01012458","Cities",73.04,0
"E01012459","Cities",39.33,0
"E01012460","Cities",36.98,10
"E01012461","Cities",55.1,0
"E01012462","Cities",19.75,0
"E01012463","Cities",99.95,0
"E01012464","Cities",63.46,0
"E01012465","Cities",48.69,0
"E01012466","Cities",66.11,0
"E01012467","Towns",99.56,0
"E01012468","Towns",111.14,296.46
"E01012469","Towns",75.86,249.48
"E01012470","Towns",43.83,0
"E01012471","Towns",121.72,153.97
"E01012472","Towns",67.24,83.48
"E01012473","Towns",106.42,0
"E01012474","Towns",197.24,0
"E01012475","Towns",82.92,0
"E01012476","Villages",133.05,490.8
"E01012477","Towns",61.38,21
"E01012478","Cities",64.79,42.5
"E01012479","Cities",99.75,0
"E01012480","Cities",110.4,98.5
"E01012481","Cities",10.66,0
"E01012482","Cities",168.4,0
"E01012483","Cities",431.84,48.8
"E01012485","Cities",67.16,0
"E01012486","Cities",37.51,0
"E01012487","Cities",13.29,0
"E01012488","Cities",58.98,0
"E01012489","Cities",17.57,13.32
"E01012490","Cities",57.46,0
"E01012491","Cities",95.29,0
"E01012492","Cities",25.91,0
"E01012493","Cities",30.16,0
"E01012494","Cities",40.78,0
"E01012495","Cities",26.76,0
"E01012496","Cities",59.23,0
"E01012497","Cities",19.86,0
"E01012498","Cities",40.57,0
"E01012499","Cities",50.45,0
"E01012500","Cities",55.27,0
"E01012501","Cities",20.39,0
"E01012502","Cities",40.1,0
"E01012503","Cities",94.07,48
"E01012504","Cities",19.3,0
"E01012505","Cities",4.5,0
"E01012506","Cities",68.1,0
"E01012507","Cities",46.8,40
"E01012508","Cities",91.98,0
"E01012509","Cities",79.4,0
"E01012510","Cities",185.2,94.11
"E01012511","Cities",9.19,0
"E01012512","Cities",41.9,3.92
"E01012513","Cities",113.62,3.8
"E01012514","Cities",123.67,0
"E01012515","Cities",96.91,23.4
"E01012516","Cities",77.08,0
"E01012517","Cities",79.6,0
"E01012518","Cities",67.81,13.44
"E01012519","Cities",79.56,0
"E01012520","Cities",210,0
"E01012521","Cities",68.14,2.94
"E01012522","Cities",219.46,3
"E01012523","Cities",11.59,0
"E01012524","Cities",12.11,0
"E01012525","Cities",13.99,0
"E01012526","Cities",97.3,0
"E01012527","Cities",72.16,0
"E01012528","Cities",54.84,0
"E01012529","Cities",34.81,0
"E01012530","Cities",60.9,22.05
"E01012531","Cities",32.04,0
"E01012532","Cities",63.94,10.14
"E01012533","Cities",30.62,0
"E01012534","Cities",98.4,0
"E01012535","Cities",140.29,0
"E01012536","Cities",140.22,0
"E01012537","Cities",179.12,0
"E01012538","Cities",66.58,0
"E01012539","Cities",146.19,29.16
"E01012540","Cities",80.6,4
"E01012541","Cities",64.4,0
"E01012542","Cities",70.45,0
"E01012543","Cities",90.82,0
"E01012544","Cities",112.12,0
"E01012545","Cities",92.44,0
"E01012546","Cities",63.5,0
"E01012547","Cities",57.1,0
"E01012548","Cities",61.51,0
"E01012549","Cities",7.51,0
"E01012550","Cities",17.62,0
"E01012551","Cities",106.76,0
"E01012552","Cities",126.34,0
"E01012553","Cities",39.58,9.6
"E01012554","Towns",79.62,6.15
"E01012555","Cities",45.11,23.4
"E01012556","Cities",149.09,79.16
"E01012557","Cities",3.65,3.12
"E01012558","Cities",84.62,0
"E01012559","Cities",34.47,0
"E01012560","Cities",15.36,0
"E01012561","Cities",56.77,42.11
"E01012562","Cities",84.92,252.56
"E01012563","Cities",113.53,0
"E01012564","Cities",92.32,0
"E01012565","Cities",62.37,0
"E01012566","Cities",40.48,0
"E01012567","Cities",51.03,580.14
"E01012568","Cities",81.49,0
"E01012569","Cities",60.61,0
"E01012570","Cities",32.81,0
"E01012571","Cities",32.35,4
"E01012572","Cities",169.58,0
"E01012573","Cities",44.56,0
"E01012574","Cities",61.92,0
"E01012575","Cities",109.19,100
"E01012576","Cities",109.99,0
"E01012577","Cities",36.23,0
"E01012578","Cities",96.36,0
"E01012579","Cities",468.35,0
"E01012580","Cities",23.52,3.99
"E01012581","Cities",130.11,0
"E01012582","Cities",119.69,0
"E01012583","Cities",55.03,0
"E01012584","Cities",123.12,12
"E01012585","Cities",55.4,0
"E01012586","Cities",43.29,0
"E01012587","Cities",47.69,0
"E01012588","Cities",33.5,0
"E01012589","Cities",7.56,0
"E01012590","Cities",119.72,0
"E01012591","Cities",81.56,0
"E01012592","Towns",112.41,50
"E01012593","Cities",58.14,0
"E01012594","Cities",30.11,0
"E01012595","Cities",87.01,0
"E01012596","Cities",9.52,0
"E01012597","Cities",144.16,49.29
"E01012598","Cities",168.35,0
"E01012599","Cities",25.16,0
"E01012600","Cities",13.46,0
"E01012601","Cities",51.09,0
"E01012602","Cities",95.57,110.47
"E01012603","Cities",135.21,4.4
"E01012604","Cities",44.37,0
"E01012605","Cities",0,0
"E01012606","Cities",81.1,59.78
"E01012607","Cities",205.03,0
"E01012608","Cities",51.57,0
"E01012609","Cities",63.64,0
"E01012610","Cities",37.58,0
"E01012611","Cities",71.02,9.88
"E01012612","Cities",63.2,0
"E01012613","Cities",61.15,0
"E01012614","Cities",36.65,0
"E01012615","Cities",45.98,0
"E01012616","Cities",64.95,0
"E01012617","Cities",26.49,0
"E01012618","Cities",71.78,0
"E01012619","Cities",6.14,0
"E01012620","Cities",70.48,50
"E01012621","Cities",42.62,0
"E01012622","Cities",65.4,4.48
"E01012623","Cities",19.06,8.05
"E01012624","Cities",28.24,0
"E01012625","Cities",41.47,0
"E01012628","Villages",41.27,9.9
"E01012629","Cities",10.8,4
"E01012630","Cities",32.1,33.12
"E01012631","Cities",10.13,74.25
"E01012632","Cities",81.73,489.24
"E01012633","Cities",14.47,0
"E01012634","Cities",28.31,0
"E01012635","Cities",111.72,10
"E01012636","Cities",57.8,0
"E01012637","Cities",319.47,85.66
"E01012638","Cities",204.26,0
"E01012639","Cities",223.02,0
"E01012640","Cities",36.65,97.5
"E01012641","Cities",342.82,28.08
"E01012642","Cities",225.45,0
"E01012643","Cities",25.84,34.15
"E01012644","Cities",99.33,25.95
"E01012645","Cities",35.94,0
"E01012646","Cities",49,3
"E01012647","Cities",251.97,0
"E01012648","Cities",23.76,0
"E01012649","Cities",140.04,39.75
"E01012650","Cities",7.37,0
"E01012651","Cities",7,0
"E01012652","Cities",88.66,10
"E01012653","Cities",58.89,0
"E01012654","Cities",34.53,3.84
"E01012655","Cities",279.02,13.72
"E01012656","Cities",85.78,34
"E01012657","Cities",86.06,0
"E01012658","Cities",85.38,0
"E01012659","Cities",33.21,0
"E01012660","Cities",65.63,31.2
"E01012661","Cities",17.48,0
"E01012662","Cities",78.38,40
"E01012663","Cities",29.11,30
"E01012664","Cities",5.47,0
"E01012665","Cities",37.68,30
"E01012666","Cities",32.21,0
"E01012667","Cities",38.93,0
"E01012668","Cities",19.28,0
"E01012669","Cities",43.42,0
"E01012670","Cities",3.63,0
"E01012671","Cities",10.36,0
"E01012672","Cities",15.33,19.9
"E01012673","Cities",6.34,0
"E01012674","Cities",28.1,130
"E01012675","Cities",5.6,9.67
"E01012676","Cities",14.79,0
"E01012677","Cities",30.63,3.9
"E01012678","Cities",81.46,0
"E01012679","Cities",24.4,4
"E01012680","Cities",30.64,0
"E01012681","Cities",11.59,0
"E01012682","Cities",15.35,0
"E01012683","Cities",28.25,0
"E01012684","Cities",8.38,0
"E01012685","Cities",14.91,0
"E01012686","Cities",18,0
"E01012687","Cities",62.36,199.65
"E01012688","Cities",39.66,152.83
"E01012689","Cities",57.34,0
"E01012690","Cities",38.68,0
"E01012691","Cities",17.06,0
"E01012692","Cities",78.82,0
"E01012693","Cities",34.82,0
"E01012694","Cities",14.51,0
"E01012695","Cities",13.59,12.96
"E01012696","Cities",17.98,0
"E01012697","Cities",9.93,0
"E01012698","Cities",9.46,0
"E01012699","Cities",15.39,0
"E01012700","Cities",43.37,0
"E01012701","Cities",42.48,0
"E01012702","Cities",41.74,17.96
"E01012703","Cities",42.55,201.75
"E01012704","Cities",97.41,18.34
"E01012705","Cities",24.54,0
"E01012706","Cities",16.15,161.29
"E01012707","Cities",13.9,0
"E01012708","Cities",17.51,0
"E01012709","Cities",9.1,0
"E01012710","Cities",42.52,0
"E01012711","Cities",17.34,0
"E01012712","Cities",25.59,0
"E01012713","Cities",10.66,0
"E01012714","Cities",103.16,113.2
"E01012715","Cities",7.26,4
"E01012716","Cities",46.98,0
"E01012717","Cities",80.43,0
"E01012718","Cities",58.56,0
"E01012719","Cities",11.62,0
"E01012720","Cities",40.37,0
"E01012721","Cities",7.42,0
"E01012722","Cities",20.15,0
"E01012723","Cities",17.02,70
"E01012724","Cities",9.86,0
"E01012725","Cities",20.57,0
"E01012726","Cities",23.22,0
"E01012727","Cities",23.5,0
"E01012728","Cities",14.64,0
"E01012729","Cities",18.19,0
"E01012730","Cities",72.925,9
"E01012731","Cities",83.62,319.87
"E01012732","Cities",62.43,3.91
"E01012733","Cities",14.24,3.33
"E01012734","Cities",15.93,0
"E01012735","Cities",23.87,3.27
"E01012736","Cities",15.62,18.36
"E01012737","Cities",22.96,38.32
"E01012738","Cities",10.38,0
"E01012739","Cities",13.74,0
"E01012740","Cities",2.88,0
"E01012741","Cities",18.66,55
"E01012742","Cities",19.01,0
"E01012743","Cities",32.95,0
"E01012744","Cities",12.56,0
"E01012745","Cities",23.9,0
"E01012746","Cities",20.62,0
"E01012747","Cities",22.52,0
"E01012748","Cities",6.3,0
"E01012749","Cities",42.04,20
"E01012750","Cities",25.14,0
"E01012751","Cities",7.98,9.05
"E01012752","Cities",6.84,0
"E01012753","Cities",13.59,0
"E01012754","Cities",5.45,0
"E01012755","Cities",11.46,0
"E01012756","Cities",36.12,35.43
"E01012757","Cities",26.57,49.92
"E01012758","Cities",53.28,0
"E01012759","Cities",8.5,0
"E01012760","Cities",14.61,0
"E01012761","Cities",11.67,0
"E01012762","Cities",41.87,0
"E01012763","Cities",48.64,0
"E01012764","Cities",32.56,0
"E01012765","Cities",40.67,0
"E01012766","Cities",59.63,0
"E01012767","Cities",36.37,0
"E01012768","Cities",103.59,0
"E01012769","Cities",95.56,3.97
"E01012770","Cities",21.57,0
"E01012771","Cities",25.13,0
"E01012772","Cities",44.78,0
"E01012773","Cities",2,0
"E01012774","Cities",35.69,0
"E01012775","Cities",36.56,0
"E01012776","Cities",2,0
"E01012777","Cities",25.31,0
"E01012778","Cities",122.68,0
"E01012779","Cities",38.43,0
"E01012780","Cities",36.16,9996.04
"E01012781","Cities",78.53,0
"E01012782","Cities",89.68,0
"E01012783","Cities",64.92,0
"E01012784","Cities",172.7,0
"E01012785","Cities",3.36,0
"E01012786","Cities",22.99,9.55
"E01012787","Cities",127.19,10.5
"E01012788","Cities",87.65,0
"E01012789","Cities",23.57,0
"E01012790","Cities",19.39,0
"E01012791","Cities",75.58,54.86
"E01012792","Cities",34.86,0
"E01012793","Cities",75.55,0
"E01012794","Cities",22.66,0
"E01012795","Cities",43.91,49.35
"E01012796","Cities",27.99,0
"E01012797","Cities",3.3,0
"E01012798","Cities",28.2,0
"E01012799","Cities",3.92,0
"E01012800","Cities",18,0
"E01012801","Cities",23.48,0
"E01012802","Cities",31.14,0
